TotalToDos,TotalTasksAssigned,TotalTasksCompleted,TotalChecklistsAssigned,TotalChecklistsCompleted,TotalInfractions,TotalShiftSubmissionsCreated,TotalShiftSubmissionsCompleted,SetupsCreated,TotalBreaksRan,TotalCreatedPlays,TotalWastedItems,FirstWasteDate,TotalWastedItemsAllTime,TopPerformances,10PointRecognition,25PointRecognition,50PointRecognition,TotalRewardsRedeemed,TenantID,StoreName,StoreNumber,WasteOnly,CreationDate,State
1121,183,188,702,598,22,96,43,231,45,1,25721.960000276566,2023-03-13 09:04:27,31891.51000027731,44,22,7,1,2,RHpez0tR2KQW1e79cNbf,Derby Marketplace,03297,false,2023-03-01 17:46:10,
823,11,11,341,139,30,228,15,886,957,15,1843,2023-03-18 12:51:02,2068,21,283,46,50,1,rI4vMsjDg8kO4mDuRFnR,Mooresville,00780,false,2023-01-02 20:14:12,NC
691,21,36,206,135,33,191,95,126,305,6,4907,2023-04-22 14:10:25,4907,95,7,1,0,0,roT9HsNu3q1U86cVkKts,95 & 264 FSR,04269,false,2023-04-22 17:49:14,
666,12,13,209,124,16,203,30,184,337,13,675,2023-02-02 16:02:08,2358,57,9,4,0,0,rQmELZY5P4cIkAKF6gVU,Stadium Village,04950,false,2023-01-31 22:10:45,MN
463,41,44,312,232,9,40,3,61,730,4,19,2023-05-16 09:29:20,19,3,32,3,193,1,Rror5sklKK4m5DA7Numh,Braker Lane,00923,false,2023-04-12 14:12:58,
468,9,9,405,240,0,47,2,38,0,16,746,2023-04-22 16:52:16,746,2,1,0,0,0,rSR0QuLsUoiPNUekCg6Y,River City,01948,false,2023-04-17 20:58:36,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,rUqPVOImPdTHUpltvEBa,Lower Nazareth,02303,false,2023-05-08 20:22:59,
795,117,126,261,154,10,192,74,55,6,1,964,2023-01-17 11:21:12,1032,79,3,4,0,0,rWIm8PfhpjpWcE9hk0Rk,Chick-fil-A Lake Charles,02203,false,2023-01-10 19:57:22,LA
221,199,203,13,7,49,0,0,0,0,0,1147,2023-03-28 16:49:03,1223,0,19,8,18,0,rxk1oZ5olu7V3YyTFxdq,Southwest Decatur,00795,false,2023-03-14 20:12:06,
2000,628,658,1280,731,113,0,0,160,102,0,5424,2023-03-21 08:47:33,5834,0,24,24,27,1,SBHiMn19jTdTG7xNvwpo,Vestavia Hills,03339,false,2023-03-07 16:33:22,
0,0,0,0,0,0,0,0,10,0,11,2,2023-05-26 13:08:19,2,0,0,0,0,0,seBtfhQONLGpvryMw9O5,Americus FSU,05115,false,2023-05-12 17:19:52,
0,0,0,0,0,0,0,0,15,0,13,0,,0,0,0,0,0,0,sFae6zhGTzM18yYHGjzb,Chick-fil-A Waxahachie North,01698,false,2023-05-16 18:37:23,
25,0,0,23,0,0,1,1,52,5,35,6,2023-05-03 15:45:05,6,1,0,0,0,0,SIgbHZM2936SlG8zvsjA,Lake Park,04431,false,2023-03-16 18:22:33,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,sNAXYUs0oPONYJOLOMkK,Chick-fil-A Portland (TX) FSU ,04530,false,2023-04-13 14:10:49,
2,0,0,0,0,2,0,0,0,0,0,0,,0,0,2,0,0,0,snChbTTCk0s7FcR1jvgv,Desert Blvd,04081,false,2023-05-23 04:17:48,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,t0k0OxmYJsKhCGfZxUT8,TigerTown FSU,01445,false,2023-05-17 18:41:29,
0,0,0,0,0,1,0,0,3,0,2,16,2023-03-23 13:42:40,19,0,0,0,0,0,t0xSRnXOlviDNqgm8yR2,Chick-fil-A Altoona,03858,false,2023-03-23 18:02:37,
307,13,36,238,78,0,22,2,61,7,11,1484,2023-03-01 14:33:00,1923,3,2,0,0,0,T5zgQGoLJVqF5IkyXuZF,Parkway Place,00242,false,2023-02-27 23:12:50,
5150,529,537,4204,3974,141,198,146,568,1388,71,12493.550000198185,2023-01-09 19:15:39,14720.850000217557,221,123,203,69,47,t6nAP6drFHw2XvzAVpXk,Quail Springs FSR,02644,false,2023-01-09 22:53:32,OK
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,tcqe1IiAsVItXxRVCgjG,City Creek Center Mall,03121,false,2023-02-17 16:10:27,
2175,5,6,1647,972,138,277,237,333,347,18,5657,2022-12-31 21:39:47,14391,479,14,1,1,9,TEEX6T3OHA6JHGU39ERW,Chick-fil-A Champaign,04325,false,2022-12-31 23:08:56,IL
947,100,108,398,268,146,176,70,274,110,23,114,2023-03-30 19:34:25,114,70,33,3,10,0,TOsIWu8vk4DC6e1leZ9O,Chick-fil-A West Hartford,03673,false,2023-02-10 04:42:45,CT
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,TpG2I9yltBqwvj4q5pIK,Austin Highway ,02632,true,2023-05-03 16:31:51,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,TpYkevF8roKDSjF2LSNQ,Russell Cave Rd,04694,false,2023-03-28 16:57:20,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,TU9HFxgd3xJknfrgZgrZ,Germantown Pkwy,00981,false,2023-05-11 17:10:06,
1385,19,21,1255,1002,89,3,0,29,0,0,14833,2023-02-06 15:09:17,27483,2,12,9,1,0,TYITYYEMJellFhGrLWlG,White Oaks,03227,false,2023-01-20 19:27:08,IL
317,97,108,206,121,1,1,0,0,0,0,2179,2023-04-04 13:52:56,2179,0,2,1,2,0,uBEJm4cPNZIrU7ccAPow,Devonshire & Reseda,03827,false,2023-03-11 21:32:11,
7,1,3,4,0,0,0,0,8,6,1,173,2023-05-12 10:22:48,173,0,0,0,0,0,uh7Il8VYwPrfzmjYW1cW,Mall at chesterfield Towne center,00379,false,2023-04-06 15:58:57,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,uozn11pY2rBB67YxAFqv,Matthews,00836,false,2023-05-24 18:47:11,
167,1,1,59,10,0,42,14,50,77,11,1830.1400001049042,2023-05-13 07:51:18,1830.1400001049042,14,2,0,0,0,uY43WsQFE9GugmGuW5CE,College Drive FSU,02620,false,2023-05-03 00:20:54,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,v7GEIeMrcnWUnR92vmrB,Chick-fil-A SanTan Village Marketplace,01692,false,2023-01-23 20:30:18,AZ
88,0,5,73,2,7,4,0,10,3,11,23,2023-04-25 09:19:43,23,0,4,0,2,0,Vc92yVZzy5vBJF5AIAZv,Stapley Drive FSU,01524,false,2023-04-19 20:51:33,
73,1,1,45,7,11,11,2,15,52,6,105,2023-05-18 12:55:37,105,2,10,1,1,0,vGIcPA5sOe882LAUAbKJ,Ross Clark Circle ,01066,false,2023-05-03 18:44:37,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,vrIiBtwxzyipTW0uibaP,Chick-fil-A Raeford Road FSR,03282,false,2023-04-07 15:49:09,
381,14,19,223,80,0,91,5,46,6,1,35849.16999936104,2023-01-06 15:15:27,38748.969999313354,32,13,2,4,0,vRqA5RoM9sGXec8WnhUd,West Ocean City Chick-fil-a,03048,false,2023-01-05 16:52:31,MD
88,16,25,63,11,0,0,0,118,387,20,4185,2023-05-09 14:48:11,4188,0,1,0,0,0,vshhsTWR7LkHnY1MbihP,Central,01393,false,2023-02-08 18:24:05,TX
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Vt4Z9P6IPhpCg2O66W5w,Defuniak Springs ,05188,false,2023-05-17 17:53:31,
532,0,0,164,98,129,136,54,136,549,8,1740,2023-01-18 22:06:25,2217,117,3,0,0,0,vurp25hDk8uMZWJXrXeo,Olney FSU,03440,false,2023-01-10 00:05:30,MD
20,5,6,8,1,0,4,1,5,0,20,1133.8829998522997,2023-02-08 19:40:45,3949.8829998522997,1,0,0,0,0,WasDobXUvICYfV7tYB76,Augusta Mall,00009,false,2023-01-04 23:34:41,GA
1,0,0,1,0,0,0,0,0,0,0,21,2023-04-13 16:02:51,21,0,0,0,0,0,wv4bcXqBCzscbI7okgqO,Pewaukee,03859,false,2023-04-13 20:47:24,
13,0,0,13,0,0,0,0,8,0,10,0,,0,0,0,0,0,0,wZmbpHZTHHhQwOAOvVi8,South Burleson,02786,false,2023-05-12 18:53:00,
1333,390,411,663,357,27,75,22,173,162,3,1030,2023-02-04 10:52:06,4888,100,27,4,3,2,x0oEkvCSuteQNOi3Srln,Southern Pines FSR,05048,false,2023-02-01 00:11:12,NC
0,0,0,0,0,1,0,0,0,0,2,40,2023-03-21 15:36:34,51,0,1,0,1,0,X2drgYtQkHwVbtjijAbj,Bowie FSU,00691,false,2023-03-09 21:08:13,
289,21,25,220,158,60,0,0,139,1615,11,1415.5,2023-01-14 15:00:13,4391.5,0,38,7,0,2,XBSuJQcA4ZUTKfrGxxo6,Cypress Ranch,04763,false,2023-01-13 16:11:28,FL
330,104,128,184,138,44,0,0,311,969,122,37090.85000193119,2023-02-08 14:15:46,41952.00000193715,0,52,7,12,0,XfF3ntg0YZJCGars6Env,Albemarle Road,00789,false,2023-02-02 18:07:41,NC
403,100,114,235,150,2,31,8,74,380,9,1432,2023-05-09 15:10:55,1462,8,9,0,0,0,XHduBNwvqqJO7t82ZgIW,West Broadway Avenue,04738,false,2023-05-09 14:03:37,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,xhNas7H9AHJIJXQKsIGx,Austin Highway ,02632,false,2023-05-03 16:26:27,
0,0,0,0,0,6,0,0,0,0,0,8363,2023-03-22 12:15:54,8426,0,2,0,1,0,XK4YGiBjLG3wu863q11S,Smithtown,03727,false,2023-03-22 14:46:43,
122,67,76,26,7,3,2,0,125,659,114,2,2023-05-05 06:41:06,2,0,5,0,3,1,XSeGhpW4nB0NHQl4H8NY,Chick-fil-A Mesquite,00864,false,2023-05-03 19:11:13,
1487,202,212,1242,687,81,0,0,147,39,13,8224.950000047684,2023-02-07 11:08:51,15714.950000047684,0,29,44,149,1,xw9ih9Faf1hYjjdjhIBt,I-10 & Carrollton DTO,04891,false,2023-01-25 17:09:38,LA
2246,511,516,1472,1371,73,179,118,339,140,12,12434,2023-01-26 13:40:06,23602,188,123,64,36,5,y88mgLSOuXxIV4yjQZfk,Chick-fil-A Mount Airy,02957,false,2023-01-17 15:11:45,NC
0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,yAMMsnAAzJCntWwtNDQD,The Pinnacle,03529,false,2023-03-10 19:11:03,
3807,91,97,3145,2441,89,139,81,355,52,55,1362,2023-02-22 14:23:41,4138,110,30,16,2,88,ybUpMg1niGvlat0nlDXY,Bush River Road,01149,false,2023-01-17 16:25:44,SC
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,yiglAJMlebQIyU7i2lVX,Chesterfield Valley FSR,01976,false,2023-04-25 19:07:12,
0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,yJn4ps8pNGCV05CY09sD,Northwest Crossing,02513,false,2023-01-05 15:45:04,TX
470,11,11,371,252,37,104,56,130,44,13,20752,2023-02-08 14:04:12,41992,117,13,20,10,0,Ynnc1p2tTaYSeUEpL3Nf,Mint Hill,04436,false,2023-02-02 17:24:44,NC
542,3,8,405,151,0,67,1,116,0,13,3286,2023-04-21 12:41:26,3286,1,12,0,0,0,yWIh8RWeeoX6fLiworuY,Jefferson,05118,false,2023-04-17 21:29:46,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,YzI8A8893QKKnnr53eZ4,Lenox Square,00139,false,2023-01-31 18:31:06,GA
0,0,0,0,0,0,0,0,1,0,1,0,2023-02-01 14:40:37,0,0,0,0,0,0,Z3sB3BQprqrxtgNhpMDq,Edgewater Mall,00092,false,2023-02-01 16:49:49,MS
137,2,2,0,0,103,0,0,84,449,6,3604,2023-02-25 13:59:33,6682,0,4,1,1,0,zH06nBTjHBBcUqxVu5rg,Chick-Fil-A 7th Street DC Inline,04502,false,2023-01-09 18:02:06,
775,47,54,668,498,71,0,0,199,1024,3,16248.509999990463,2023-01-12 16:56:29,24489.509999990463,0,1091,658,341,27,ZjgVCDPKfgSbn6GVzNZO,Milford Miami Township FSU,03817,false,2023-01-12 21:17:47,OH
380,3,3,132,55,2,95,9,38,49,3,558,2023-01-25 10:23:28,591,28,0,0,0,0,znhgZwhc4ne82lqNPeKo,Waynesville FSR,03641,false,2023-01-25 15:12:04,NC
1058,21,23,876,170,3,66,2,141,81,18,1059,2023-01-07 14:35:34,1072,2,2,0,0,0,zvabXzTmUNQrNhrEUDZ7,City Ave In-Line,04953,false,2023-01-06 18:01:42,PA
